game_id,hitter0_feature0,hitter0_feature1,hitter0_feature2,hitter0_feature3,hitter0_feature4,hitter1_feature0,hitter1_feature1,hitter1_feature2,hitter1_feature3,hitter1_feature4,hitter2_feature0,hitter2_feature1,hitter2_feature2,hitter2_feature3,hitter2_feature4,hitter3_feature0,hitter3_feature1,hitter3_feature2,hitter3_feature3,hitter3_feature4,hitter4_feature0,hitter4_feature1,hitter4_feature2,hitter4_feature3,hitter4_feature4,hitter5_feature0,hitter5_feature1,hitter5_feature2,hitter5_feature3,hitter5_feature4,hitter6_feature0,hitter6_feature1,hitter6_feature2,hitter6_feature3,hitter6_feature4,hitter7_feature0,hitter7_feature1,hitter7_feature2,hitter7_feature3,hitter7_feature4,hitter8_feature0,hitter8_feature1,hitter8_feature2,hitter8_feature3,hitter8_feature4,hitter9_feature0,hitter9_feature1,hitter9_feature2,hitter9_feature3,hitter9_feature4,hitter10_feature0,hitter10_feature1,hitter10_feature2,hitter10_feature3,hitter10_feature4,hitter11_feature0,hitter11_feature1,hitter11_feature2,hitter11_feature3,hitter11_feature4,hitter12_feature0,hitter12_feature1,hitter12_feature2,hitter12_feature3,hitter12_feature4,hitter13_feature0,hitter13_feature1,hitter13_feature2,hitter13_feature3,hitter13_feature4,hitter14_feature0,hitter14_feature1,hitter14_feature2,hitter14_feature3,hitter14_feature4,hitter15_feature0,hitter15_feature1,hitter15_feature2,hitter15_feature3,hitter15_feature4,hitter16_feature0,hitter16_feature1,hitter16_feature2,hitter16_feature3,hitter16_feature4,hitter17_feature0,hitter17_feature1,hitter17_feature2,hitter17_feature3,hitter17_feature4,hitter18_feature0,hitter18_feature1,hitter18_feature2,hitter18_feature3,hitter18_feature4,hitter19_feature0,hitter19_feature1,hitter19_feature2,hitter19_feature3,hitter19_feature4,hitter20_feature0,hitter20_feature1,hitter20_feature2,hitter20_feature3,hitter20_feature4,hitter21_feature0,hitter21_feature1,hitter21_feature2,hitter21_feature3,hitter21_feature4,hitter22_feature0,hitter22_feature1,hitter22_feature2,hitter22_feature3,hitter22_feature4,hitter23_feature0,hitter23_feature1,hitter23_feature2,hitter23_feature3,hitter23_feature4,hitter24_feature0,hitter24_feature1,hitter24_feature2,hitter24_feature3,hitter24_feature4,hitter25_feature0,hitter25_feature1,hitter25_feature2,hitter25_feature3,hitter25_feature4,pitcher0_feature0,pitcher0_feature1,pitcher0_feature2,pitcher0_feature3,pitcher0_feature4,pitcher0_feature5,pitcher0_feature6,pitcher1_feature0,pitcher1_feature1,pitcher1_feature2,pitcher1_feature3,pitcher1_feature4,pitcher1_feature5,pitcher1_feature6,pitcher2_feature0,pitcher2_feature1,pitcher2_feature2,pitcher2_feature3,pitcher2_feature4,pitcher2_feature5,pitcher2_feature6,pitcher3_feature0,pitcher3_feature1,pitcher3_feature2,pitcher3_feature3,pitcher3_feature4,pitcher3_feature5,pitcher3_feature6,pitcher4_feature0,pitcher4_feature1,pitcher4_feature2,pitcher4_feature3,pitcher4_feature4,pitcher4_feature5,pitcher4_feature6,pitcher5_feature0,pitcher5_feature1,pitcher5_feature2,pitcher5_feature3,pitcher5_feature4,pitcher5_feature5,pitcher5_feature6,pitcher6_feature0,pitcher6_feature1,pitcher6_feature2,pitcher6_feature3,pitcher6_feature4,pitcher6_feature5,pitcher6_feature6,pitcher7_feature0,pitcher7_feature1,pitcher7_feature2,pitcher7_feature3,pitcher7_feature4,pitcher7_feature5,pitcher7_feature6,pitcher8_feature0,pitcher8_feature1,pitcher8_feature2,pitcher8_feature3,pitcher8_feature4,pitcher8_feature5,pitcher8_feature6,pitcher9_feature0,pitcher9_feature1,pitcher9_feature2,pitcher9_feature3,pitcher9_feature4,pitcher9_feature5,pitcher9_feature6,pitcher10_feature0,pitcher10_feature1,pitcher10_feature2,pitcher10_feature3,pitcher10_feature4,pitcher10_feature5,pitcher10_feature6,pitcher11_feature0,pitcher11_feature1,pitcher11_feature2,pitcher11_feature3,pitcher11_feature4,pitcher11_feature5,pitcher11_feature6,pitcher12_feature0,pitcher12_feature1,pitcher12_feature2,pitcher12_feature3,pitcher12_feature4,pitcher12_feature5,pitcher12_feature6,outcome0,outcome1,outcome2,outcome3,outcome4,outcome5,outcome6,outcome7,outcome8,outcome9,outcome10,outcome11,outcome12,outcome13,outcome14,outcome15,outcome16,outcome17,outcome18,outcome19,outcome20,outcome21,outcome22,outcome23,outcome24,outcome25
/boxes/MIA/MIA201505230.shtml-A,517,132,97,1,0,187,59,41,0,0,847,231,152,1,0,681,118,230,0,1,353,101,65,1,0,622,151,112,1,0,456,107,94,0,1,487,117,97,1,0,394,80,96,1,0,0,0,0,1,0,0,0,0,1,0,633,142,150,0,1,0,0,0,1,0,226,49,42,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.1,225,178,970,1,0,0,61.30000000000002,60,57,271,1,0,0,70.19999999999999,62,79,312,0,1,0,82.89999999999999,45,100,349,1,0,0,83.8,87,66,370,1,0,0,23.1,21,30,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
/boxes/MIA/MIA201505230.shtml-H,834,242,130,0,1,780,193,202,1,0,822,193,227,1,0,755,198,106,1,0,127,38,26,0,1,149,30,24,1,0,760,181,165,0,1,742,197,114,1,0,79,12,26,1,0,502,133,78,0,1,1,0,0,1,0,619,149,159,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,367,82,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,4,6,25,1,0,0,81.39999999999996,52,90,335,1,0,0,0,0,0,0,1,0,0,63.90000000000001,63,63,290,0,1,0,61.50000000000001,77,39,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,0,0,0,0,0,0,0
/boxes/NYA/NYA201505230.shtml-A,79,18,17,1,0,689,143,175,0,1,362,94,44,0,1,726,175,139,0,1,798,221,93,1,0,34,8,10,1,0,278,67,59,0,1,874,201,122,1,0,233,51,56,1,0,253,50,54,0,0,154,37,38,1,0,5,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3,117,91,427,0,1,0,68.40000000000002,75,67,312,1,0,0,5.1,3,3,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.13333333333333333,0.2,0.0,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/NYA/NYA201505230.shtml-H,791,181,160,0,1,50,14,9,1,0,594,126,108,0,0,158,34,38,1,0,675,129,130,0,0,589,129,127,0,1,695,150,157,0,0,470,96,93,1,0,443,67,104,0,1,426,86,75,0,1,120,29,31,1,0,4,2,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.39999999999998,195,102,814,1,0,0,17.799999999999997,20,19,84,0,1,0,49.40000000000002,57,23,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
/boxes/PIT/PIT201505230.shtml-A,826,164,177,0,1,616,159,121,1,0,774,175,174,0,1,809,210,99,0,1,415,97,50,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,15,1,4,0,1,304,65,69,1,0,4,1,2,0,1,81,16,16,1,0,17,1,8,1,0,212,37,47,1,0,7,0,4,1,0,466,92,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.5,247,233,1138,1,0,0,72.69999999999999,58,92,323,0,1,0,15.4,19,17,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0
/boxes/PIT/PIT201505230.shtml-H,708,202,105,1,0,737,178,116,0,0,676,148,107,1,0,820,207,141,1,0,310,64,78,1,0,709,187,174,1,0,94,26,18,1,0,590,120,149,0,1,470,98,95,0,1,278,74,64,1,0,83,10,30,1,0,1,0,0,1,0,188,51,26,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,42,56,212,1,0,0,112.29999999999998,106,110,478,1,0,0,3.5,4,5,20,0,1,0,6.500000000000001,4,9,29,1,0,0,66.10000000000001,53,72,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/TBA/TBA201505230.shtml-A,83,22,12,0,0,438,105,108,1,0,552,138,81,0,1,787,195,125,1,0,41,9,7,0,1,53,7,16,0,0,84,18,15,1,0,475,102,58,0,1,123,24,30,1,0,528,106,79,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.400000000000006,39,57,238,1,0,0,15.299999999999997,19,17,77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/TBA/TBA201505230.shtml-H,503,119,91,0,1,192,36,70,1,0,873,200,167,1,0,761,202,90,0,1,498,109,92,1,0,384,92,59,0,1,779,165,147,0,0,100,15,35,0,0,451,91,109,1,0,53,13,15,1,0,3,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,28,11,101,1,0,0,30.799999999999997,30,38,137,1,0,0,87.39999999999999,58,97,352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/TOR/TOR201505230.shtml-A,360,81,93,1,0,650,141,108,0,1,174,43,38,1,0,641,145,112,0,1,843,230,97,0,1,852,222,180,1,0,817,198,136,0,1,312,75,89,1,0,524,120,80,0,1,604,108,206,1,0,200,45,50,1,0,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.29999999999998,291,142,1065,0,1,0,17.699999999999996,11,22,79,1,0,0,64.70000000000002,57,91,286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
/boxes/TOR/TOR201505230.shtml-H,884,206,163,1,0,834,186,128,1,0,724,166,121,1,0,613,148,111,1,0,347,89,77,1,0,289,71,85,1,0,298,69,57,1,0,229,53,58,1,0,337,62,84,0,0,277,62,50,0,1,300,58,62,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.5,102,96,507,0,1,0,86.5,55,83,353,1,0,0,24.3,11,32,100,1,0,0,82.19999999999999,81,92,362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/WAS/WAS201505230.shtml-A,800,226,64,0,1,207,44,43,0,0,816,184,105,0,1,90,21,11,0,0,803,164,233,0,1,92,18,16,1,0,469,101,93,0,1,163,40,40,0,1,564,123,76,1,0,87,16,32,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.49999999999997,253,284,1060,1,0,0,5.0,10,2,27,1,0,0,45.2,47,28,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/WAS/WAS201505230.shtml-H,784,218,75,0,1,829,192,229,1,0,692,171,81,1,0,574,143,145,0,1,417,98,64,1,0,146,30,39,1,0,497,129,78,1,0,222,33,60,1,0,136,28,51,1,0,89,6,31,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.3,222,260,1071,0,1,0,71.10000000000002,64,69,311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/ARI/ARI201505240.shtml-A,690,162,144,0,0,2,0,2,1,0,152,35,45,1,0,805,199,137,0,1,751,201,136,1,0,680,145,122,0,1,281,71,84,1,0,569,134,110,0,1,348,71,116,1,0,65,11,19,1,0,12,0,4,0,1,147,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4,124,86,481,1,0,0,33.7,35,26,159,0,1,0,72.5,75,82,321,1,0,0,83.5,70,68,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/ARI/ARI201505240.shtml-H,622,165,73,0,1,455,129,73,1,0,660,172,149,1,0,469,122,82,0,1,650,148,108,1,0,224,50,41,1,0,0,0,0,0,1,1,0,1,1,0,485,116,102,1,0,195,37,42,1,0,14,3,4,1,0,5,1,2,1,0,508,114,118,1,0,258,56,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.2,197,207,923,1,0,0,73.5,61,81,316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/ATL/ATL201505240.shtml-A,155,40,27,0,0,690,170,127,0,1,0,0,0,1,0,755,193,163,1,0,480,132,84,0,1,700,152,161,1,0,224,55,57,0,0,105,20,31,1,0,238,43,60,1,0,53,12,10,1,0,50,7,10,0,1,35,4,16,1,0,0,0,0,1,0,748,181,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,50,37,186,1,0,0,56.90000000000003,61,37,263,0,1,0,68.1,65,77,297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/ATL/ATL201505240.shtml-H,205,40,43,0,1,390,85,81,1,0,888,224,183,0,1,889,225,110,0,1,24,9,6,0,0,464,112,62,0,1,752,172,74,1,0,66,13,13,1,0,9,1,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,120,100,513,1,0,0,51.100000000000016,52,51,226,1,0,0,75.79999999999997,71,107,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/BOS/BOS201505240.shtml-A,818,209,87,0,0,890,221,223,1,0,861,208,91,1,0,705,179,139,0,1,684,156,162,1,0,472,92,119,1,0,352,81,83,1,0,624,126,140,0,1,24,1,6,1,0,189,40,24,1,0,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.79999999999995,251,212,1051,0,1,0,77.39999999999999,58,96,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/BOS/BOS201505240.shtml-H,802,200,99,1,0,404,96,54,1,0,674,166,107,1,0,771,170,124,0,1,748,167,160,1,0,654,129,168,1,0,48,14,7,1,0,593,152,119,0,1,791,201,109,0,0,74,12,17,1,0,109,15,24,0,0,69,9,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.39999999999998,158,152,749,0,1,0,26.100000000000005,30,37,127,1,0,0,22.1,26,22,106,1,0,0,89.7,84,74,406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/CHA/CHA201505240.shtml-A,893,185,165,1,0,137,27,21,1,0,693,171,127,0,1,746,171,142,1,0,749,199,120,1,0,582,146,121,0,0,113,21,26,0,1,39,8,15,0,1,263,48,66,0,0,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.1,248,221,1033,0,1,0,143.49999999999997,163,71,638,1,0,0,53.60000000000002,61,52,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/boxes/CHA/CHA201505240.shtml-H,697,181,109,0,1,796,210,81,0,0,790,219,165,1,0,737,155,152,0,1,140,30,37,1,0,343,88,79,1,0,151,24,16,0,1,611,155,99,0,1,814,208,101,1,0,533,116,188,1,0,135,30,34,0,0,13,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.49999999999997,225,126,962,1,0,0,60.20000000000002,67,37,274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
